Facebook_page_id , Facebook_page_name , Facebook_category, Internal_use
237437860453 , kat-von-d , celebrities/artist , facebook
237486825168 , miss-may-i , celebrities/musician , facebook
237631205677 , ricky-carmichael , celebrities/sport-star , facebook
237666687645 , meat-loaf , celebrities/musician , facebook
23790541544 , democrats , society/politics , facebook
238250425243 , gray-line-new-york , brands/travel , facebook
238303307438 , h-e-b , brands/retail/hypermarkets-supermarkets , ACSIbrands
238312155374 , nissan , brands/auto , ACSIbrands
238387810358 , four-seasons-hotel-new-york , brands/accommodation , facebook
23848612879 , wipeout , entertainment/broadcast-show , facebook
238535514706 , centurylink , brands/telecom , ACSIbrands
23854511408 , taking-back-sunday , celebrities/musician , facebook
238730370891 , the-official-marvin-sapp-page , celebrities/musician , facebook
238838487708 , four-seasons-hotel-las-vegas , brands/accommodation , facebook
23931810009 , winter-jam-tour-spectacular , entertainment/event , facebook
239452426714 , american-action-network , society/ngo , facebook
240014390551 , sup-atx , brands/sporting-goods , facebook
240140135628 , intercontinental-new-york-barclay , brands/accommodation , facebook
24017157170 , hennessy , brands/alcohol/spirits , facebook
240549216431 , slim-jim , brands/fmcg-food/confectionery , facebook
240555046040594 , bluee , brands/telecom , facebook
240581242656623 , under-armour-basketball , brands/sporting-goods , facebook
24098842630 , fast-furious , entertainment/film-music-industry/movies , facebook
24100672222 , ef-go-ahead-tours , brands/travel , facebook
24154059750 , john-green , celebrities/writer , facebook
24167296710 , concept2-inc , brands/sporting-goods , facebook
241832895841847 , tgi-fridays-frozen-snacks , brands/retail-food , facebook
242122133568 , anjelah-johnson , celebrities/actor , facebook
24225416915 , the-kahala-hotel-resort , brands/accommodation , facebook
242500958501 , waiting-for-superman , entertainment/film-music-industry/movies , facebook
24253428991 , national-geographic-travel , brands/travel , facebook
242567287243 , bruno-mars , celebrities/singer , facebook
243190662367230 , doubletree-beach-resort-by-hilton , brands/accommodation , facebook
243597484709 , homewood-suites-by-hilton , brands/accommodation , facebook
243754359005745 , kevin-garnett , celebrities/sport-star , facebook
24472055070 , american-red-cross , society/ngo , facebook
245140538913679 , plangrid-an-autodesk-company , brands/software/programs , facebook
24525086912 , india-arie , celebrities/musician , facebook
24540959832 , sonic-drive-in , brands/retail-food , facebook
24547752280 , moma-the-museum-of-modern-art , place/cultural-center , facebook
245640871929 , the-university-of-texas-at-austin , society/education , facebook
245901114684 , tauck , brands/travel , facebook
24636146951 , on-air-with-ryan-seacrest , entertainment/broadcast-show , facebook
24674986856 , michael-moore , celebrities/artist , facebook
246817688167 , bounty , brands/household-goods/hygiene , facebook
24709128407 , fleet-foxes , celebrities/musician , facebook
24718773587 , sarah-palin , society/politics , facebook
247315511960801 , the-ritz-carlton-half-moon-bay , brands/accommodation , facebook
24786692848 , t-i , celebrities/singer , facebook
247916733160 , the-moorings , brands/travel , facebook
24810773606 , allure , media/magazines-journals , facebook
248109295236321 , les-mills , brands/services/wellness , facebook
24856820564 , the-criterion-collection , entertainment/film-music-industry/production-companies , facebook
249006291837924 , hunter-douglas , brands/home-living/furniture , facebook
24922591487 , whole-foods-market , brands/retail/hypermarkets-supermarkets , ACSIbrands
24960685902 , coastal-com , brands/ecommerce/e-shop , facebook
24983228911 , onerepublic , celebrities/musician , facebook
250174603707 , bet-music , entertainment/broadcast-show , facebook
25055115099 , intuit , brands/software/programs , facebook
25055509149 , zoe-saldana , celebrities/actor , facebook
250557104239 , young-money , entertainment/film-music-industry/production-companies , facebook
250746044958527 , marriott-marquis-san-diego-marina , brands/accommodation , facebook
251539554450 , kohler , brands/home-living/furniture , facebook
251707705390 , v , entertainment/broadcast-show , facebook
251739808325 , tony-dungy , celebrities/sport-star , facebook
252063994990917 , aer-lingus , brands/airlines , facebook
25248416044 , whnt-news-19 , media/tv-channels , facebook
25271941308 , candace-cameron-bure , celebrities/actor , facebook
25273984618 , tanger-outlets , brands/retail/fashion-retailers , facebook
254439857690 , tennessee-valley-authority , brands/industrial , facebook
25493258171 , texas-a-m-university , society/education , facebook
25495618126 , go-beavs , sport/sport-club , facebook
255027481177550 , andre-iguodala , celebrities/sport-star , facebook
255272809352 , forks-over-knives , entertainment/books , facebook
25529837049 , e-40 , celebrities/musician , facebook
255420957833773 , dd-s-discounts , brands/retail-food , facebook
255465811138837 , ride-100 , brands/sporting-goods , facebook
25570701090 , road-track-magazine , media/magazines-journals , facebook
255892996292 , performance-designs , brands/sporting-goods , facebook
25611803273 , liquify-me , community/life-style , facebook
257199613601 , quintana-roo-tri , brands/sporting-goods , facebook
25721949322 , tradewinds-island-resorts , brands/accommodation , facebook
257372997608848 , chris-bosh , celebrities/sport-star , facebook
257615510194 , jorge-cruise , celebrities/writer , facebook
257729875089 , independent-trucks , brands/sporting-goods , facebook
257991337348 , lindy-legendary-fishing-tackle , brands/sporting-goods , facebook
258357757657262 , thermo-fisher-scientific , society/science , facebook
258897254356 , sheraton-waikiki , brands/accommodation , facebook
259101592989 , american-idiot-the-musical , entertainment/event , facebook
25937211069 , chris-tomlin , celebrities/musician , facebook
25987609066 , the-rachel-maddow-show , entertainment/broadcast-show , facebook
259955926518 , univision , media/tv-channels , facebook
26012002239 , ellen-degeneres , entertainment/broadcast-show , facebook
260434463996465 , dreft , brands/household-goods/chemicals , facebook
261323008476 , wjz-tv-cbs-baltimore , media/tv-channels , facebook
26132715040 , the-used , celebrities/musician , facebook
261496807281704 , david-henrie , celebrities/actor , facebook
26151956352 , francine-rivers , celebrities/writer , facebook
261898525267 , mike-epps , celebrities/actor , facebook
262068223869967 , nypd , society/governmental , facebook
262134952380 , mozilla , brands/software/programs , facebook
262278310486824 , ambassade-des-etats-unis-au-mali , society/governmental , facebook
26348028827 , hoobastank , celebrities/musician , facebook
263755115498 , lily-the-black-bear , society/ngo , facebook
264032473621799 , the-modern-honolulu , brands/accommodation , facebook
26412576481 , ledisi , celebrities/musician , facebook
26426125254 , brooklyn-nets , sport/sport-club , facebook
264440549757 , navy-seals , society/governmental , facebook
264567913808 , hilton-san-francisco-union-square , brands/accommodation , facebook
264730448656 , suzuki , brands/auto , facebook
26483215676 , loft , brands/fashion/clothing , facebook
26500661542 , stan-lee , celebrities/writer , facebook
265059701952 , siriusxm-octane , media/radio-media , facebook
26511277653 , tommy-lee , celebrities/singer , facebook
26517549308 , days-of-our-lives , entertainment/broadcast-show , facebook
26526640463 , the-ready-set , celebrities/musician , facebook
26577873656 , wilson-tennis , brands/sporting-goods , facebook
265860916812619 , thomas-thomas-fly-fishing , brands/sporting-goods , facebook
265878373825 , timothy-delaghetto , celebrities/singer , facebook
266136463490953 , partners-first , brands/travel , facebook
266277502584 , anixter , brands/industrial , facebook
266645466694327 , superstroke-golf , brands/sporting-goods , facebook
267175456691556 , get-old , brands/healthcare , facebook
267312783366599 , eden-roc-miami-beach , brands/accommodation , facebook
26748225422 , megan-fox , celebrities/actor , facebook
26998744778 , arizona-biltmore-a-waldorf-astoria-resort , brands/accommodation , facebook
270163451932 , melissa-joey , entertainment/broadcast-show , facebook
27029627167 , usa-gymnastics , sport/sport-organization , facebook
270304833011671 , buckedup-apparel , brands/sporting-goods , facebook
270352050360 , jetsetter , brands/travel , facebook
27067972576 , aziz-ansari , celebrities/actor , facebook
270715249602 , yelawolf , celebrities/musician , facebook
271642559527866 , nordic-naturals , brands/beauty , facebook
271823759513906 , alton-brown , celebrities/broadcast-star , facebook
271902080532 , clorox , brands/household-goods/chemicals , ACSIbrands
27230905321 , osprey-packs , brands/sporting-goods , facebook
272544616021 , ymt-vacations , brands/travel , facebook
272648986682 , emily-giffin , celebrities/writer , facebook
272726259472099 , citysightseeing-new-york , brands/travel , facebook
273262868585 , nice-kicks , community/life-style , facebook
27357795283 , wisn-12-news , media/tv-channels , facebook
27357898219 , pema-chodron , community/hobbies , facebook
273743172747891 , msc-true-partnerships , brands/travel , facebook
273780308660 , steiner-optics-usa , brands/sporting-goods , facebook
27378766180 , point-brewery , brands/alcohol/beer , facebook
273864989376427 , msnbc , media/tv-channels , ACSIbrands
274023476490 , kingsmill-resort , brands/accommodation , facebook
274087152618566 , bayou-teche-brewing , brands/alcohol/beer , facebook
274147329851 , ali-fedotowsky-manno , celebrities/broadcast-star , facebook
274163499313589 , hickies , brands/sporting-goods , facebook
27420310542 , genevieve-morton , celebrities/fashion-star , facebook
27422071944 , the-all-american-rejects , celebrities/musician , facebook
274524094746 , ryan-higa , celebrities/actor , facebook
274593989297015 , cambria-hotel-chicago-magnificent-mile , brands/accommodation , facebook
27472435064 , jake-and-amir , entertainment/online-show , facebook
275004089257723 , leighton-meester , celebrities/singer , facebook
275602901591 , balletto-vineyards-winery , brands/alcohol/wine , facebook
27630567432 , fodor-s-travel , brands/travel , facebook
27631638646 , troy-polamalu , celebrities/sport-star , facebook
276802375336 , delilah , celebrities/broadcast-star , facebook
27718836983 , six-feet-under , entertainment/broadcast-show , facebook
277394171571 , hawks-cay-resort , brands/accommodation , facebook
278643652280 , destorm-power , entertainment/online-show , facebook
279024528842 , us-virgin-islands-hotel-and-tourism-association , brands/travel , facebook
27923251292 , san-francisco-ballet , place/cultural-center , facebook
27997150352 , cincinnati-cyclones , sport/sport-club , facebook
280240507668 , the-sagamore-resort , brands/accommodation , facebook
28087976761 , dots , brands/retail/fashion-retailers , facebook
280966582003769 , sofitel-bora-bora-private-island , brands/accommodation , facebook
281131095343933 , londonhouse-chicago , brands/accommodation , facebook
281183525289992 , pfriem-family-brewers , brands/alcohol/beer , facebook
28145502392 , kenny-g , celebrities/musician , facebook
281523161899834 , the-game-on-bet , entertainment/broadcast-show , facebook
281527561912360 , harris-ranch-inn-restaurant , brands/accommodation , facebook
28175172673 , staind , celebrities/musician , facebook
28285046048 , mayday-parade , celebrities/musician , facebook
283011800724 , hannah-minx , entertainment/online-show , facebook
28314922320 , museum-of-fine-arts-boston , place/cultural-center , facebook
283971595408 , guns-patriots , community/political , facebook
284300559123 , miami-heat , sport/sport-club , facebook
28443417233 , opsgear , brands/sporting-goods , facebook
28488837485 , alaska-airlines , brands/airlines , ACSIbrands
285036502074 , hellcats , entertainment/broadcast-show , facebook
285634769911 , the-peninsula-new-york , brands/accommodation , facebook
28596954907 , coleman-u-s-a , brands/sporting-goods , facebook
286084498264532 , remote-year , brands/travel , facebook
28627688223 , mythbusters , entertainment/broadcast-show , facebook
286471728036410 , adobe-creative-cloud , brands/software/programs , facebook
286633537011 , grand-hyatt-denver-downtown , brands/accommodation , facebook
28684115392 , martin-o-malley , society/politics , facebook
286845273454 , new-york-giants , sport/sport-club , facebook
28701123733 , airsplat , brands/retail/sporting-goods-retailers , facebook
287142134710 , just-dance , entertainment/computer-game , facebook
287560452086 , amc , media/tv-channels , facebook
28768797221 , ghost-whisperer , entertainment/broadcast-show , facebook
28775213098 , the-meritage-resort-and-spa , brands/accommodation , facebook
287802586021 , nikita , entertainment/broadcast-show , facebook
287830331416707 , 221b-tactical , brands/sporting-goods , facebook
287946601680 , attack-attack , celebrities/musician , facebook
287994206743 , castle-x , brands/sporting-goods , facebook
288123594106 , davey-wavey , entertainment/online-show , facebook
28815296015 , the-band-perry , celebrities/musician , facebook
288878190479 , the-insider , entertainment/broadcast-show , facebook
28896995501 , tattoos-by-myttoos-com , community/hobbies , facebook
28940545600 , beyonce , celebrities/singer , facebook
289881395807 , eagle-communications , brands/telecom , facebook
290003480162 , red-roof-inn , brands/accommodation , facebook
290348171044208 , dupont , brands/industrial , facebook
290952067623331 , alberto-vo5 , brands/beauty , facebook
29138658571 , browning , brands/sporting-goods , facebook
291538914347 , the-lady-and-sons , place/restaurant-cafe , facebook
291599175520 , adidas-soccer , brands/sporting-goods , facebook
291695448008 , atn , brands/sporting-goods , facebook
29194481004 , national-geographic-tv , media/tv-channels , facebook
292094465005 , u-s-army-future-soldier-center , society/governmental , facebook
29223948490 , lululemon-chicago , brands/sporting-goods , facebook
292365060075 , four-seasons-resort-maui-at-wailea , brands/accommodation , facebook
29286157460 , steve-aoki , celebrities/disc-jockey , facebook
29300864323 , blue-man-group , celebrities/artist , facebook
293038194109209 , dean-ambrose , celebrities/sport-star , facebook
293112665458 , ghost-story-games , brands/software/game-developer , facebook
29348676322 , katv-channel-7 , media/tv-channels , facebook
29461717631 , sundance-mountain-resort , brands/accommodation , facebook
295508507135172 , aly-raisman , celebrities/sport-star , facebook
295594590250 , empire-paintball , brands/sporting-goods , facebook
295776801754 , chips-ahoy , brands/fmcg-food/confectionery , facebook
295845503789101 , air-china , brands/airlines , facebook
29589997195 , nova-l-pbs , entertainment/broadcast-show , facebook
29616434571 , clark-howard , celebrities/broadcast-star , facebook
296231886728 , trump-national-doral-miami , brands/accommodation , facebook
29672350944 , hines-ward , celebrities/sport-star , facebook
296776494710 , onision , celebrities/actor , facebook
29687767833 , black-veil-brides , celebrities/musician , facebook
296982263674957 , alias-mx , brands/sporting-goods , facebook
297300057892 , the-signature-at-mgm-grand , brands/accommodation , facebook
298072704791 , as-i-am , brands/beauty , facebook
298184739645 , wb-games , brands/software/game-developer , facebook
298419966193 , liv-cycling-usa , brands/sporting-goods , facebook
29848538170 , polartec , brands/sporting-goods , facebook
298652701947 , gearbox , brands/software/game-developer , facebook
298741219319 , q102-philly , media/radio-media , facebook
299114331510 , nilla-wafers , brands/fmcg-food/confectionery , facebook
29919479257 , chicago-blackhawks , sport/sport-club , facebook
299691780049280 , baby-tula , brands/home-living/children , facebook
300173409654 , disney-cruise-line , brands/travel , facebook
300378376468 , sealy-mattress , brands/home-living/furniture , facebook
30116744273 , wkyc-channel-3-cleveland , media/tv-channels , facebook
301274037739 , the-sopranos , entertainment/broadcast-show , facebook
30147264485 , stanley , brands/sporting-goods , facebook
301673390373 , hilton-anatole-dallas , brands/accommodation , facebook
301812516559736 , the-mint-julep-boutique , brands/ecommerce/e-shop , facebook
302204443954 , american-greetings , brands/household-goods/stationery , facebook
30230317171 , virginia-is-for-lovers , place/country , facebook
302691853141199 , bog , brands/sporting-goods , facebook
302713627438 , skins , brands/sporting-goods , facebook
302774431876 , electric-daisy-carnival-edc , entertainment/event , facebook
303457303971 , hydro-flask , brands/sporting-goods , facebook
30347602358 , akwid , celebrities/musician , facebook
303569056339206 , doubletree-pittsburgh-green-tree , brands/accommodation , facebook
303707056415017 , nyonair , brands/travel , facebook
303831025616 , intercontinental-stephen-f-austin , brands/accommodation , facebook
30391008613 , smartwool , brands/sporting-goods , facebook
30467381145 , musiq-soulchild , celebrities/musician , facebook
304981108326 , coffee-party-usa , community/political , facebook
305386502866189 , brock-lesnar , celebrities/sport-star , facebook
305578806170589 , surf-air , brands/airlines , facebook
30579513350 , nastia-liukin , celebrities/sport-star , facebook
30587752973 , trupanion , brands/finance/insurance , facebook
30592180885 , dave-ramsey , celebrities/writer , facebook
30600114596 , eyes-set-to-kill , celebrities/musician , facebook
30622094583 , wymt , media/tv-channels , facebook
306265117360 , the-plaza-hotel , brands/accommodation , facebook
30634981956 , m-m-s-usa , brands/fmcg-food/confectionery , facebook
306502609381651 , centurylink-home , brands/telecom , facebook
306550250518 , cheyenne-frontier-days , entertainment/event , facebook
30727917744 , james-stewart , celebrities/sport-star , facebook
30767206220 , kmbc-9 , media/tv-channels , facebook
307711312635531 , centerpoint-energy , brands/industrial , ACSIbrands
307890053836 , ryka , brands/sporting-goods , facebook
307958899423 , american-pickers-on-history , entertainment/broadcast-show , facebook
308421702546289 , tcs-world-travel , brands/travel , facebook
308496539234273 , carmelo-anthony , celebrities/sport-star , facebook
308998183837 , warby-parker , brands/fashion/accessories , facebook
309220109224521 , santander-bank-us , brands/finance/bank , facebook
30947528270 , blink-182 , celebrities/musician , facebook
309506851302 , bmw-usa , brands/auto , facebook
310415980011 , grand-hyatt-dfw , brands/accommodation , facebook
31072194651 , footjoy , brands/sporting-goods , facebook
31092164580 , freeform-s-25-days-of-christmas , entertainment/broadcast-show , facebook
31119256184 , tyler-perry-s-house-of-payne , entertainment/broadcast-show , facebook
31160214090 , abc7ny , media/tv-channels , facebook
311781435323 , marie-osmond , celebrities/singer , facebook
31232272780 , antiques-roadshow-l-pbs , entertainment/broadcast-show , facebook
31234419961 , dirty-jobs-with-mike-rowe , entertainment/broadcast-show , facebook
312443138843803 , outdoor-voices , brands/sporting-goods , facebook
312450287682 , rick-harrison-s-gold-silver-pawn , entertainment/broadcast-show , facebook
31310152233 , lazy-magnolia-brewery , brands/alcohol/beer , facebook
31312274595 , sector-9-skateboards , brands/sporting-goods , facebook
31342311778 , 3oh-3 , celebrities/musician , facebook
313501065044 , eat-mor-chikin-cowz , community/hobbies , facebook
313718305320285 , u-s-consulate-almaty , society/governmental , facebook
313764682013586 , ewing-athletics , brands/sporting-goods , facebook
314039701979908 , tactical-tailor , brands/sporting-goods , facebook
314499212242 , pfizer , brands/healthcare , facebook
315049765051 , christian-beadles , celebrities/actor , facebook
31695961025 , impact-wrestling , entertainment/broadcast-show , facebook
316978721683230 , dunlop-tennis , brands/sporting-goods , facebook
31732483895 , the-tonight-show-starring-jimmy-fallon , entertainment/broadcast-show , facebook
31772462827 , rupaul-s-drag-race , entertainment/broadcast-show , facebook
31779463340 , b-o-b , celebrities/singer , facebook
31794795012 , freebord , brands/sporting-goods , facebook
318530424891034 , chael-sonnen , celebrities/sport-star , facebook
31855661948 , bluefly-com , brands/ecommerce/e-shop , facebook
31860943506 , louisville-cardinals , sport/sport-club , facebook
31875363358 , kottonmouth-kings , celebrities/musician , facebook
319060001742 , america-s-navy , society/governmental , facebook
32061285396 , keyshia-cole , celebrities/singer , facebook
320665348016653 , russell-wilson , celebrities/sport-star , facebook
321089311056 , classic-rope , brands/sporting-goods , facebook
32134119665 , kunde-family-winery , brands/travel , facebook
32151044465 , dave-days , celebrities/singer , facebook
32228383166 , say-yes-to-the-dress , entertainment/broadcast-show , facebook
32338694442 , qdoba , brands/retail-food , facebook
323772930193 , u-s-marine-corps , society/governmental , facebook
323814010133 , nextera-energy-resources , brands/industrial , ACSIbrands
323837166863 , lamkin-golf-grips , brands/sporting-goods , facebook
32433693228 , flo-from-progressive , brands/finance/insurance , facebook
324591802388 , benelli , brands/sporting-goods , facebook
325581669356 , arctic-cat-snowmobiles , brands/auto , facebook
326186297493054 , barclays-bank-us , brands/finance/payment , facebook
326251747426868 , southern-linc , brands/telecom , facebook
326974419055 , xfinity , brands/telecom , ACSIbrands
32697717639 , jeezy , celebrities/singer , facebook
327207617410640 , hunter-safety-system , brands/sporting-goods , facebook
327628631736 , adobe-dreamweaver , brands/software/programs , facebook
32817051282 , grand-rapids-griffins , sport/sport-club , facebook
32868705377 , musicnotes , brands/ecommerce/e-shop , facebook
32935921265 , lil-kim , celebrities/musician , facebook
32939637760 , wild-94-9 , media/radio-media , facebook
329531598985 , troy-industries , brands/sporting-goods , facebook
329603410491223 , anchorage-brewing-company , brands/alcohol/beer , facebook
330070265026 , jujubee , celebrities/broadcast-star , facebook
330120932528 , matt-roloff , celebrities/broadcast-star , facebook
33019468131 , post-it , brands/household-goods/stationery , facebook
330261472320 , fireside-chalets-and-cabin-rentals , brands/accommodation , facebook
33118526056 , ted-dekker , celebrities/writer , facebook
331436701202 , gore-tex-brand , brands/sporting-goods , facebook
331713671827 , sour-patch-kids , brands/fmcg-food/confectionery , facebook
332776410070869 , bella-life , brands/home-living/utensils , facebook
33319219987 , dropkick-murphys , celebrities/musician , facebook
33416011787 , robert-kiyosaki , celebrities/writer , facebook
33424178386 , duck-tape , brands/household-goods/stationery , facebook
334754476575920 , evolution-fresh , brands/beverages/soft-drink , facebook
334823619965809 , corningware-kitchen-table , brands/home-living/utensils , facebook
335047507114 , tenpoint-crossbow-technologies , brands/sporting-goods , facebook
33512954795 , maya-angelou , celebrities/writer , facebook
33559063597 , ace-premium-craft-cider , brands/alcohol/wine , facebook
33580519643 , brittani-taylor , entertainment/online-show , facebook
335821472770 , christina-perri , celebrities/singer , facebook
33598548141 , omni-scottsdale-resort-spa-at-montelucia , brands/accommodation , facebook
33660480677 , kate-plus-8 , entertainment/broadcast-show , facebook
337051441288 , bfgoodrich-tires , brands/auto , facebook
337162176355125 , volunteer-firefighters , society/governmental , facebook
337363685362 , mazda-usa , brands/auto , ACSIbrands
33751139289 , pga-national-resort-spa , brands/accommodation , facebook
33758842288 , myxer , community/music , facebook
337685113986 , 454-life-entertainment , entertainment/film-music-industry/production-companies , facebook
338748252961036 , frank-mir , celebrities/sport-star , facebook
338803889534957 , salamander-resort-spa , brands/accommodation , facebook
33887045472 , undertaker , celebrities/sport-star , facebook
339019825618 , adobe-premiere-pro , brands/software/programs , facebook
33929598148 , la-ink , entertainment/broadcast-show , facebook
339561572800972 , wd-40-bike , brands/sporting-goods , facebook
33967469820 , gaiam , brands/sporting-goods , facebook
339744344488 , volvo-car-usa , brands/auto , facebook
33976820808 , cypress-hill , celebrities/musician , facebook
340164426544 , dj-bl3nd , celebrities/musician , facebook
340715996051239 , tenkara-rod-co , brands/sporting-goods , facebook
34104918380 , eva-mendes , celebrities/actor , facebook
34242499792 , doug , entertainment/broadcast-show , facebook
34254940936 , third-eye-blind , celebrities/musician , facebook
34356105818 , sam-tsui , celebrities/musician , facebook
343600455703808 , revolution , entertainment/broadcast-show , facebook
343618722346769 , the-ritz-carlton-grand-cayman , brands/accommodation , facebook
34366716606 , tech-n9ne , celebrities/musician , facebook
344175515603105 , southern-company , brands/industrial , ACSIbrands
344294141127 , nicole-kidman , celebrities/actor , facebook
344705498954547 , extended-stay-america , brands/accommodation , facebook
344786744791 , a-dog-s-purpose , entertainment/books , facebook
344862688249 , wine-roses-hotel-restaurant-spa , brands/accommodation , facebook
34500864918 , gogo , brands/telecom , facebook
34598893854 , logo , media/tv-channels , facebook
348156187501 , barstool-sports , community/sport-interest , facebook
34834516787 , women-s-health , media/magazines-journals , facebook
348415915214999 , teeling-whiskey , brands/alcohol/spirits , facebook
34930937477 , boyz-ii-men , celebrities/musician , facebook
34951293052 , the-bachelor , entertainment/broadcast-show , facebook
35016571373 , bam-margera , celebrities/actor , facebook
35071097830 , atlanta-braves , sport/sport-club , facebook
350848398309321 , nashville , entertainment/broadcast-show , facebook
350931081656488 , sheamoisture-baby , brands/beauty , facebook
351038728270645 , hylete , brands/sporting-goods , facebook
35104903672 , great-smoky-mountains-association , society/ngo , facebook
351077998246018 , turkish-airlines , brands/airlines , facebook
35245929077 , pixar , entertainment/film-music-industry/production-companies , facebook
35250178428 , tampa-bay-rays , sport/sport-club , facebook
352723179560 , dove-chocolate , brands/fmcg-food/confectionery , facebook
35277543605 , nbc-washington , media/tv-channels , facebook
352872918119184 , andaz-maui-at-wailea-resort , brands/accommodation , facebook
35346978792 , rascal-flatts , celebrities/musician , facebook
353717476012 , charlotte-checkers-hockey-club , sport/sport-club , facebook
354277141330931 , topo-athletic , brands/sporting-goods , facebook
354465338220 , just-my-size , brands/ecommerce/e-shop , facebook
35459709446 , nature-valley , brands/fmcg-food/confectionery , facebook
354733532928 , sheraton-new-orleans-hotel , brands/accommodation , facebook
354972845657 , debby-ryan , celebrities/actor , facebook
355317937815363 , blaze-pizza , brands/retail-food , facebook
355374000182 , shrek , entertainment/film-music-industry/movies , facebook
35585623895 , entrepreneur , media/magazines-journals , facebook
356097243685 , bianchi-usa , brands/sporting-goods , facebook
356463384384623 , great-raft-brewing , brands/alcohol/beer , facebook
356466970004 , four-seasons-resort-hualalai , brands/accommodation , facebook
35677414105 , national-kidney-foundation , society/ngo , facebook
35718435694 , the-killers , celebrities/musician , facebook
357389524269 , light-fit , brands/fmcg-food/dairy , facebook
357870576152 , fantasia , celebrities/musician , facebook
35840450963 , ritani , brands/fashion/jewelry , facebook
35850344767 , mgmt , celebrities/musician , facebook
35894276214 , mike-posner , celebrities/musician , facebook
35951776207 , tootsie-roll , brands/fmcg-food/confectionery , facebook
359541475626 , le-boat , brands/travel , facebook
36019593759 , judge-jeanine-pirro , entertainment/broadcast-show , facebook
36049309669 , old-friends , society/ngo , facebook
36181031576 , lake-george , place/city , facebook
362199710513117 , asurion , brands/telecom , facebook
36238026758 , deadliest-catch , entertainment/broadcast-show , facebook
36261648288 , pure-michigan , place/country , facebook
363862225482 , pride-of-maui , brands/travel , facebook
363865183112 , floyd-mayweather , celebrities/sport-star , facebook
36400348187 , glenn-beck , celebrities/broadcast-star , facebook
364138712058 , john-force-racing , sport/sport-club , facebook
364240691392 , eat-pray-love , entertainment/film-music-industry/movies , facebook
36451792046 , atlanta-hawks , sport/sport-club , facebook
36454130668 , jack-canfield , celebrities/writer , facebook
364756270287365 , dimecuba , brands/telecom , facebook
365392498001 , electrolux , brands/electronics/appliance , ACSIbrands
36736245747 , recording-academy-grammys , entertainment/event , facebook
367450055094 , dreams-unlimited-travel , brands/travel , facebook
368154530923 , new-york-yankees-on-fanatics , community/sport-interest , facebook
36858418434 , vans-warped-tour , entertainment/event , facebook
368663632275 , syracuse-orange , sport/sport-club , facebook
368683765188 , sugarpill-cosmetics , brands/beauty , facebook
36872302227 , cory-booker , society/politics , facebook
370174424170 , nfl-network , media/tv-channels , facebook
37044186512 , soja , celebrities/musician , facebook
371280109581986 , korean-air , brands/airlines , facebook
371307942989968 , halo-optics , brands/sporting-goods , facebook
37152881613 , chicago-bulls , sport/sport-club , facebook
372024299487152 , caldwell-shooting-supplies , brands/sporting-goods , facebook
372041429462 , valley-relics-museum-501c3 , place/cultural-center , facebook
372293987482 , active-faith-sports , brands/sporting-goods , facebook
372563200384 , music-choice , media/tv-channels , facebook
372611966356 , ladera-resort , brands/accommodation , facebook
37312746513 , neil-diamond , celebrities/musician , facebook
373398916853 , victorinox-swiss-army-north-america , brands/sporting-goods , facebook
37479462294 , chelsea-grin , celebrities/musician , facebook
37490844563 , south-carolina-gamecocks , sport/sport-club , facebook
375458449175696 , activision , brands/software/game-developer , facebook
375491895851792 , california-highway-patrol , society/governmental , facebook
375984579132651 , pseg , brands/industrial , ACSIbrands
376061168966 , quasar-expeditions , brands/travel , facebook
376915965684994 , max-brenner , brands/retail-food , facebook
378135732227144 , ilnp-cosmetics , brands/beauty , facebook
378792758815250 , charity-miles , brands/software/programs , facebook
379272436002 , thermacell-hunting , brands/sporting-goods , facebook
379973642174238 , modlily , brands/ecommerce/e-shop , facebook
38025336704 , apache-corporation , brands/industrial , facebook
380697302033272 , hyatt-regency-orlando , brands/accommodation , facebook
380746445290426 , boosted-boards , brands/sporting-goods , facebook
38122663867 , our-mother-of-perpetual-help , community/religion , facebook
382355050831 , victoria-justice , celebrities/singer , facebook
383358781790866 , chopard , brands/fashion/jewelry , facebook
38342932750 , nbc4 , media/tv-channels , facebook
384367218281960 , club-wyndham , brands/travel , facebook
38476281547 , loews-santa-monica-beach-hotel , brands/accommodation , facebook
385339834819322 , u-s-central-command-dari-pashto , society/governmental , facebook
386180624733248 , robert-griffin-iii , celebrities/sport-star , facebook
386233731296 , montage-beverly-hills , brands/accommodation , facebook
38789853847 , the-omni-grove-park-inn , brands/accommodation , facebook
388182757983916 , the-luxury-travel-expert , brands/travel , facebook
38891199823 , aptiv , brands/auto , facebook
38911447861 , baymont-by-wyndham , brands/accommodation , facebook
38982157102 , legends-football-league , sport/sport-organization , facebook
389868724395273 , optimum , brands/telecom , facebook
391461124233645 , loews-hollywood-hotel , brands/accommodation , facebook
391994107497445 , naish-stand-up-paddling , brands/sporting-goods , facebook
392321291012 , msg-networks , media/tv-channels , facebook
39237863952 , avant , celebrities/musician , facebook
39351692148 , american-quarter-horse-association , society/professional-association , facebook
393595317323474 , northmen , brands/sporting-goods , facebook
39399781765 , boston-red-sox , sport/sport-club , facebook
394301359313 , rawlings-sporting-goods , brands/sporting-goods , facebook
39431542883 , outdoor-channel , media/tv-channels , facebook
39494163418 , tracy-mcgrady , celebrities/sport-star , facebook
39523792780 , new-york-yankees , sport/sport-club , facebook
