Facebook_ID , Facebook_Name
126966253985560 , Ana Ivanovic
8338596957 , Champs Sports
124825087543049 , ASAP XV (OFFICIAL FAN PAGE)
13114644820 , ESPN FC
105838869677 , Joy Behar
108049556340 , Sonu Nigam
108734602494994 , Wikileaks
151873748182888 , A?k Tesadüfleri Sever
323965755402 , Bruised Not Broken
6843624866 , PANDORA
20060875764 , Harley-Davidson
138018642033 , KCBD NewsChannel 11
276802375336 , Delilah
282781503830 , Nazionale Italiana di Calcio
51346591319 , Jada Pinkett Smith
292094465005 , U.S. Army Future Soldier Center
8185331343 , All Shall Perish
232856283443146 , A Vida
242518082322 , TIMNAS INDONESIA
21472335366 , 360
98649332354 , Tackle Warehouse
136198000763 , Desperate Housewives
98907307167 , Redmond Pie
5842919894 , Blake Shelton
144510778909181 , ibon mart ????
147262525292598 , SportsCenter
209562942744 , Domino's Pizza India
166805519168 , Reed Timmer: Meteorologist and Extreme Storm Chaser
174184647568 , HERTHA BSC
10865057127 , Edmonton Oilers
138793027632 , Paranormal Activity
15425909983 , Los Angeles Angels of Anaheim
46481584202 , Common
151654894888268 , Ça?atay Ulusoy Fan Sayfas?
13895090221 , Lecrae
20387027344 , iJustine
26581828980 , Cabela's
